mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_class_weight,param_bootstrap,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
2.65989887714386,0.0023909807205200195,0.09830224514007568,0.005812287330627441,200,5,1,,24,balanced,False,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 24, 'class_weight': 'balanced', 'bootstrap': False}",0.8697368421052631,0.8729824561403509,0.8713596491228071,0.0016228070175438591,1
