mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__lr,param_model__hidden_units,param_model__hidden_layers,param_model__dropout,param_epochs,param_batch_size,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
22.199101328849792,0.02691209316253662,0.6975743770599365,0.006485700607299805,0.0001,256,3,0.5,25,32,"{'model__lr': 0.0001, 'model__hidden_units': 256, 'model__hidden_layers': 3, 'model__dropout': 0.5, 'epochs': 25, 'batch_size': 32}",0.9028070175438596,0.8909649122807017,0.8968859649122807,0.005921052631578938,1
